00:00:00,1
00:15:00,2
00:30:00,1
00:45:00,2
01:00:00,1
01:15:00,2
01:30:00,1
01:45:00,2
02:00:00,1
02:15:00,2
02:30:00,1
02:45:00,2
03:00:00,1
03:15:00,2
03:30:00,1
03:45:00,2
04:00:00,1
04:15:00,2
04:30:00,1
04:45:00,2
05:00:00,1
05:15:00,2
05:30:00,1
05:45:00,2
06:00:00,1
06:15:00,2
06:30:00,1
06:45:00,2
07:00:00,1
07:15:00,2
07:30:00,1
07:45:00,2
08:00:00,1
08:15:00,2
08:30:00,1
08:45:00,2
09:00:00,1
09:15:00,2
09:30:00,1
09:45:00,2
10:00:00,1
10:15:00,2
10:30:00,1
10:45:00,2
11:00:00,1
11:15:00,2
11:30:00,1
11:45:00,2
12:00:00,1
12:15:00,2
12:30:00,1
12:45:00,2
13:00:00,1
13:15:00,2
13:30:00,1
13:45:00,2
14:00:00,1
14:15:00,2
14:30:00,1
14:45:00,2
15:00:00,1
15:15:00,2
15:30:00,1
15:45:00,2
16:00:00,1
16:15:00,2
16:30:00,1
16:45:00,2
17:00:00,1
17:15:00,2
17:30:00,1
17:45:00,2
18:00:00,1
18:15:00,2
18:30:00,1
18:45:00,2
19:00:00,1
19:15:00,2
19:30:00,1
19:45:00,2
20:00:00,1
20:15:00,2
20:30:00,1
20:45:00,2
21:00:00,1
21:15:00,2
21:30:00,1
21:45:00,2
22:00:00,1
22:15:00,2
22:30:00,1
22:45:00,2
23:00:00,1
23:15:00,2
23:30:00,1
23:45:00,2

